日期,主题,标的,方向,原文定位,关键催化,参考材料,当前位置判断,交易表达,风险点,交易提示,下次复盘日期,备注
2026-05-29,AI服务器电源电容,江海股份,铝电解/MLPC/超级电容,"董事长交流称牛角电容、MLPC、超级电容受益AI服务器功率升级，卖方给出高利润和市值目标","服务器电源批量订单；MLPC扩产；超级电容；电极箔自给；Rubin平台","投资者关系记录；客户认证；订单；产能；财报收入分项；毛利率","二连板后需看趋势量价和官方订单兑现",高位多看图；趋势保持留,"卖方目标激进；AI服务器应用占比仍小；产能爬坡；客户验证；高位回撤",趋势未破时跟踪量价,2026-06-30,"公司IR可验证服务器电源新场景批量订单和扩产方向，45亿利润测算不作为事实"
2026-05-29,连接器涨价传导,鼎通科技/奕东电子/意华股份,高速连接器/液冷CAGE,"圈内称安费诺7月1日起第二轮涨价，海外连接器巨头轮番领涨将利好国内光模块液冷连接器供应商顺价","铜金涨价；海外巨头涨价；224G风冷；224G液冷；液冷CAGE","海外涨价函；Amphenol/TE/Molex公告；客户订单；出货；毛利率；产品规格","高位需看毛利率修复和订单兑现",高位多看图；趋势保持留,"安费诺涨价函原文未核验；顺价不及预期；客户认证不等于订单；估值提前反映；趋势破位",趋势未破时跟踪量价,2026-06-30,"承接鼎通奕东意华液冷CAGE线索，新增连接器涨价传导"
2026-05-29,科技拥挤/长鑫IPO,长鑫科技/科创板/半导体链,IPO/流动性/交易纪律,"圈内认为科技股跳水源于极端拥挤和长鑫上市抽水预期，主线未变但需要阶段性修正","长鑫IPO过会；募资295亿元；科创板成交；半导体拥挤；资金分流","上交所公告；证监会注册；发行公告；成交结构；ETF资金流；两融数据","主线长期不变但短线需控制回撤",高位多看图；趋势保持留,"上市时间和估值不确定；抽水测算夸张；主线高位回撤；非主线无法接力",趋势未破时跟踪量价,2026-06-15,"上交所可验证长鑫首发过会，6月上市和成交抽水仍是市场推演"
2026-06-01,科技拥挤/风格再平衡,科技主线/科创板/创业板,市场策略/交易拥挤,"周末策略观点分歧严重，圈内认为短期科技预期打满后分歧调整和剧烈波动会持续，但调整后科技仍是最大公约数","前5%成交额占比45%+；波动率上行；机构兑现盈利；风格平衡切换；主线内部轮动","成交结构；波动率；ETF资金流；两融数据；核心股5/10日线；券商策略跟踪","短期从进攻转向防守和缩圈，等待趋势修复",趋势破位走；止盈止损,"高拥挤不等于立即见顶；策略分歧导致误判；高位回撤；低位轮动持续性不足",条件式退出或利润保护,2026-06-10,"第一财经/新浪报道可佐证成交集中度高，但具体45%口径非交易所官方指标"
2026-06-01,抱团缩圈/中报验证,半导体设备/算力租赁/MLCC/AI硬件,业绩预告/缩圈,"圈内和策略观点均提示中报和三季报会更苛刻，抱团股可能从普涨转为缩圈，低预期公司掉队","6月下半月半年报预告；订单兑现；合同负债；收入和毛利率；EPS预期差","公司公告；业绩预告；订单；合同负债；财报；投资者关系记录","高位抱团股需从故事转向业绩验证",高位多看图；趋势保持留,"半年报预告非强制；业绩不达预期；估值提前反映；缩圈导致个股分化",趋势未破时跟踪量价,2026-06-30,"上交所投教资料显示半年报预告可自愿披露，不能作为确定事件"
2026-06-01,科技外部利空扰动,半导体设备/算力租赁/MLCC,负面信息/内部调整,"圈内称短期涨多的半导体设备、算力租赁、MLCC均有外部消息利空和内部调整压力，投资预期从线性乐观回摆","外部负面信息；价格和订单扰动；估值回撤；高位成交拥挤；资金止盈","公司公告；权威媒体；产业链调研；价格；订单；合同负债；毛利率","未证实信息先按风险情景处理",趋势破位走；止盈止损,"未经证实消息误伤；情绪杀跌；逻辑未证伪但趋势破位；流动性踩踏",条件式退出或利润保护,2026-06-15,"需要逐项核验具体负面信息来源，暂不作为事实"
2026-06-01,防御和低位轮动,红利/电力/消费/医药/金融/黄金/港股互联网,风格再平衡/低位修复,"策略分歧下资金可能从高位科技向防御、低位和共识外资产扩散，但圈内认为传统板块多为超跌修复","科技降温；红利电力防御；消费医药金融低位；黄金对冲；港股互联网修复","板块成交额；盈利预期；政策；财报；ETF资金流；龙头趋势","偏短线轮动观察，是否成主线待验证",提示机会；观察催化,"低位不等于景气；消费地产基本面弱；风格切换持续性不足；追高轮动风险",提示机会，观察事件催化,2026-06-20,"作为共识外资产观察池，不直接替代科技主线"
2026-06-01,地缘油价扰动,原油/科技成长/半导体链,宏观风险/油价,"圈内称伊朗革命卫队和霍尔木兹相关消息推动油价反弹，给全球高位硬科技带来调整理由","伊朗暂停对话；霍尔木兹封锁计划；油价反弹；通胀预期；风险偏好下降","新华社；Reuters；油价；美债收益率；海峡通航数据；纳指和费城半导体走势","高位科技外部压力增加，需看油价是否持续",趋势破位走；止盈止损,"地缘消息反复；单日油价反弹不等于趋势；科技主线可能快速修复",条件式退出或利润保护,2026-06-10,"新华社确认伊朗暂停间接对话并计划封锁霍尔木兹，油价上涨由多家媒体报道"
2026-06-01,AI芯片境外中资管制,Nvidia/AMD/境外中资实体/算力租赁链,出口管制/卡源风险,"Reuters称美国商务部堵住境外中资实体采购先进AI芯片漏洞，涉及Rubin、Blackwell、MI350x等","BIS指引；境外中资实体；马来西亚/泰国/新加坡；海外高端卡租赁；国产算力替代","BIS指引；Reuters；供应商订单；客户合同；公司公告；云服务合同","短期压制海外高端卡链，长期强化国产算力",趋势破位走；止盈止损,"政策执行力度不确定；影响范围不清；海外租赁路径变化；算力租赁估值折现",条件式退出或利润保护,2026-06-15,"Reuters和多家媒体确认BIS新指引，需跟踪对具体公司合同和卡源影响"
2026-06-01,海外AI硬件拥挤,SK海力士/南方两倍做多海力士/HBM链,杠杆产品/拥挤交易,"南方两倍做多海力士年内涨幅接近800%，规模增至846.4亿港元，显示海外AI/HBM交易拥挤","SK海力士新高；HBM需求；杠杆产品AUM；资金追涨；全球AI硬件情绪","南方东英官网；港交所数据；财联社；产品AUM；正股走势；折溢价","作为海外AI硬件拥挤信号跟踪",趋势破位走；止盈止损,"杠杆产品放大波动；正股基本面不等于ETF安全；海外波动传导A股设备/MLCC/HBM链",条件式退出或利润保护,2026-06-15,"财联社报道AUM和涨幅，南方东英官网确认产品为2倍杠杆"
2026-06-01,村田MLCC扩产影响,村田/三环集团/风华高科/利和兴/洁美科技,MLCC/供需分歧,"截图称村田扩产低端不合理、AI需求供不应求；公开资料显示村田追加约800亿日元扩产AI数据中心MLCC","村田800亿日元CAPEX；AI服务器MLCC；产能提升10%-15%；国产外溢订单；涨价持续性","村田公告；DIGITIMES；TrendForce；价格；交期；客户认证；财报毛利率","需求强可部分验证，但A股映射需看订单和毛利率",高位多看图；趋势保持留,"扩产增加供给；A股厂商难进海外核心供应链；订单出货比和稼动率数字待核验；趋势破位",趋势未破时跟踪量价,2026-06-30,"村田扩产验证AI需求，同时削弱单纯长期缺货叙事，需动态跟踪"
2026-06-01,算力租赁募资扩容,智微智能,AIDC/算力租赁/MaaS,"智微智能拟定增募资不超28.7亿元，其中22亿元用于智算中心建设及运营项目，截图称正式加码算力租赁","定增28.7亿元；智算中心建设运营；天津项目；算力租赁+MaaS；客户锁定","定增预案；交易所审核；证监会注册；客户合同；项目备案；稼动率；现金流","事件已公告，利润兑现仍待验证",低位多看逻辑,"募资审批不确定；折旧和融资压力；客户未明确；算力价格下行；项目爬坡慢",低位关注产业逻辑和基本面,2026-06-30,"财联社和中财网披露预案，项目总投资约33.21亿元、拟用募资22亿元"
2026-06-01,消费医药轮动辨析,消费/医药/创新药,低位轮动/景气辨析,"群聊观点称不看好消费、消费只是反弹，医药比消费好且有真景气","消费超跌修复；医药景气；创新药BD；低位轮动；科技调整资金外溢","财报；业绩预告；医保政策；创新药授权交易；板块成交额；ETF资金流","作为低位轮动观察，不替代科技主线",提示机会；观察催化,"群聊观点非正式研究；消费可能阶段反弹；医药政策和估值波动；追高轮动风险",提示机会，观察事件催化,2026-06-20,"承接6月风格再平衡框架，需用行业数据验证"
2026-06-02,美伊谈判反复,美伊/霍尔木兹/原油,宏观风险/谈判反复,"图片和纪要称伊朗暂停通过调解人与美国谈判，美国否认所谓霍尔木兹谅解备忘录，双方无共识","谈判暂停；备忘录争议；停火框架；海峡通航；以色列黎巴嫩加沙战线","伊朗和美国官方声明；Reuters；AP；新华社；Axios；谈判方声明","作为6月宏观风险高优先级跟踪项",趋势破位走；止盈止损,"伊朗媒体转述可能偏单边；谈判消息反复；传闻误伤科技风险偏好；油价快速回落",条件式退出或利润保护,2026-06-10,"用户补充图片已纳入复盘，强表述需官方和主流媒体交叉验证"
2026-06-02,霍尔木兹封锁风险,霍尔木兹/曼德海峡/航运/原油,航运风险/原油供应,"图片称伊朗及抵抗阵线决定全面封锁霍尔木兹海峡并可能启动曼德海峡等其他战线","霍尔木兹封锁；曼德海峡联动；油轮通行下降；保险费率上升；原油供应缺口","航运AIS数据；油轮通行量；船运公司公告；保险费率；Reuters；AP；新华社","未见航运数据确认前按压力情景处理",趋势破位走；止盈止损,"全面封锁尚未核验；单边媒体夸大；美国和区域国家军事反制；能源价格剧烈反转",条件式退出或利润保护,2026-06-10,"区分威胁和实际封锁，重点看船只通行和油价中枢"
2026-06-02,油价高位与成长股压力,布伦特/WTI/科技成长/半导体链,流动性/估值压力,"纪要称若布伦特Q3破120望150，将通过流动性预期压制全球高位成长股风险偏好","Brent站上100；突破120；通胀预期；美债收益率；美联储降息后移；科技高位回撤","Brent和WTI价格；美债收益率；美元指数；CME利率期货；纳指；费城半导体；A股科技成交结构","油价持续高位才构成系统压力，单日反弹不线性外推",趋势破位走；止盈止损,"油价冲高回落；科技业绩强支撑；主线内部缩圈替代普跌；降息预期反复",条件式退出或利润保护,2026-06-15,"延续6月1日地缘油价扰动，新增120至150美元压力情景"
